Title,Year,Source,DOI,Keyword,Any location CWTS core
Buying science and selling science: gender differences in the market for commercial science,2007,Industrial and Corporate Change,https://doi.org/10.1093/icc/dtm021,Ambivalence|Gender gap|Socialization|Women in science|Sociology|Marketing|Psychology|Business|Demographic economics|Economics|Gender studies|Social science|Social psychology,True|False
Evaluating journal quality: A review of journal citation indicators and ranking in business and management,2016,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2016.07.058,Impact factor|Ranking (information retrieval)|Citation|Quality (philosophy)|Context (archaeology)|Computer science|Journal ranking|Index (typography)|Set (abstract data type)|Empirical research|Bibliometrics|Productivity|Social Sciences Citation Index|Scale (ratio)|Actuarial science|Business|Political science|Library science|Economics|Statistics|Information retrieval|Science Citation Index|Mathematics|History|World Wide Web|Geography,True|False|False
How are new citation坼based journal indicators adding to the bibliometric toolbox?,2009,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21024,Impact factor|Computer science|PageRank|Scopus|Centrality|Ranking (information retrieval)|Immediacy|Citation|Toolbox|Index (typography)|Data science|Information retrieval|Data mining|Statistics|World Wide Web|Mathematics|Political science,True|False|False|False|False|False|False
BIBLIOGRAPHIC COUPLING,1964,Journal of Documentation,https://doi.org/10.1108/eb026352,Bibliographic coupling|Computer science|Citation|Information retrieval|Index (typography)|Library science|Citation analysis|Citation index|World Wide Web|Data science,any location CWTS core
"Longitudinal Patent Analysis for Nanoscale Science and Engineering: Country, Institution and Technology Field",2003,Journal of Nanoparticle Research,https://doi.org/10.1023/a:1025556800994,Scope (computer science)|Visualization|Nanotechnology|Data science|Patent analysis|Knowledge transfer|Regional science|Knowledge management|Materials science|Computer science|Geography|Data mining,any location CWTS core
Deepening our understanding of academic inbreeding effects on research information exchange and scientific output: new insights for academic based research,2012,Higher Education,https://doi.org/10.1007/s10734-012-9559-7,Productivity|Inbreeding|Higher education|Sociology|Economics|Economic growth|Population|Demography,True|False
"Comparison of two article-level, field-independent citation metrics: Field-Weighted Citation Impact (FWCI) and Relative Citation Ratio (RCR)",2019,Journal of Informetrics,https://doi.org/10.1016/j.joi.2019.03.012,Citation|Metric (unit)|Citation impact|Benchmarking|Field (mathematics)|Citation analysis|Scopus|Computer science|Subject (documents)|Bibliometrics|Information retrieval|Statistics|Mathematics|Data mining|Library science|Engineering|MEDLINE|Operations management|Business|Pure mathematics|Political science,True|False
"Social network analysis: a powerful strategy, also for the information sciences",2002,Journal of Information Science,https://doi.org/10.1177/016555102762202123,Social network analysis|Data science|Computer science|Information science|Social network (sociolinguistics)|Network analysis|Sociology|Library science|World Wide Web|Social media|Engineering,any location CWTS core
Global knowledge management research: A bibliometric analysis,2004,Scientometrics,https://doi.org/10.1023/b:scie.0000041647.01086.f4,Productivity|Citation|Subject (documents)|Impact factor|Scientometrics|Citation analysis|Citation impact|Web of science|Bibliometrics|Library science|Position (finance)|Field (mathematics)|Informetrics|Quality (philosophy)|Regional science|Social science|Sociology|Computer science|Political science|Epistemology|Business|Economics|Mathematics|Economic growth|MEDLINE,True|False
Publish or perish: The myth and reality of academic publishing,2012,Language Teaching,https://doi.org/10.1017/s0261444811000504,Publish or perish|Publishing|Publication|Metaphor|Media studies|Field (mathematics)|Sociology|Library science|Political science|Public relations|Computer science|Law,any location CWTS core
Regional disparities in Web of Science and Scopus journal coverage,2024,Scientometrics,https://doi.org/10.1007/s11192-024-04948-x,Scopus|Web of science|Scientometrics|Data science|Regional science|Bibliometrics|World Wide Web|Computer science|Library science|Information retrieval|Political science|Sociology|MEDLINE,True|False
Design and the management of multi-institutional research collaborations: Theoretical implications from two case studies,2006,Research Policy,https://doi.org/10.1016/j.respol.2006.05.003,Pace|Institutionalisation|Discipline|Scale (ratio)|Knowledge management|Organization studies|Sociology|Political science|Management|Computer science|Social science|Economics,True|False
PageRank,2011,Communications of the ACM,https://doi.org/10.1145/1953122.1953146,Computer science,True|False
"The academic, economic and societal impacts of Open Access: an evidence-based review",2016,F1000Research,https://doi.org/10.12688/f1000research.8460.1,Viewpoints|Publication|Open science|Scope (computer science)|Public relations|Political science|Open data|Citation|Scholarly communication|Open research|Open access journal|Work (physics)|Publishing|Business|Scopus|Computer science|World Wide Web|MEDLINE|Engineering,True|False|False
The effect of government contracting on academic research: Does the source of funding affect scientific output?,2008,Research Policy,https://doi.org/10.1016/j.respol.2007.07.011,Government (linguistics)|Value (mathematics)|Affect (linguistics)|Function (biology)|Citation|Public relations|Political science|Business|Marketing|Economics|Accounting|Sociology|Law,True|False
Persistent nepotism in peer-review,2007,Scientometrics,https://doi.org/10.1007/s11192-008-0211-3,Nepotism|Replication (statistics)|Peer review|Ranking (information retrieval)|Psychology|Relation (database)|Field (mathematics)|Political science|Sociology|Computer science|Statistics|Law|Data mining|Mathematics|Information retrieval,True||False|False
Evidence of complex citer motivations,1986,Journal of the American Society for Information Science,https://doi.org/10.1002/(sici)1097-4571(198601)37:1<34::aid-asi5>3.0.co;2-0,Aesthetics|Art,any location CWTS core
Governing Science,2016,European Journal of Sociology,https://doi.org/10.1017/s0003975616000047,Corporate governance|Bibliometrics|Exploit|Perspective (graphical)|Toolbox|Macro|Order (exchange)|Causality (physics)|Sociology|Political science|Management science|Positive economics|Engineering ethics|Epistemology|Social science|Computer science|Economics|Management|Engineering,any location CWTS core
Highly cited leaders and the performance of research universities,2009,Research Policy,https://doi.org/10.1016/j.respol.2009.04.002,Productivity|Affect (linguistics)|Quality (philosophy)|Political science|Management|Public relations|Sociology|Economics|Economic growth,True|False
Convergent evolution: The academic and policy roots of collaborative research,2003,Journal of Health Services Research & Policy,https://doi.org/10.1258/135581903322405108,Psychology|Political science,True|False
"Egocentric analysis of co-authorship network structure, position and performance",2011,Information Processing & Management,https://doi.org/10.1016/j.ipm.2011.09.001,Betweenness centrality|Centrality|Social network analysis|Scopus|Computer science|Constraint (computer-aided design)|Sociology|Field (mathematics)|Index (typography)|Bibliometrics|Structural holes|Data science|Library science|Social science|World Wide Web|Political science|Statistics|Mathematics|Social capital|MEDLINE,True|False
UK Research Assessment Exercises: Informed judgments on research quality or quantity?,2007,Scientometrics,https://doi.org/10.1007/s11192-008-0108-1,Research Assessment Exercise|Citation|Citation impact|Quality (philosophy)|Productivity|Citation analysis|Library science|Psychology|Sociology|Political science|Higher education|Computer science|Economics|Economic growth,True|False
"Diversity, value and limitations of the journal impact factor and alternative metrics",2011,Rheumatology International,https://doi.org/10.1007/s00296-011-2276-1,Impact factor|Proxy (statistics)|Journal ranking|Subject (documents)|Index (typography)|Medicine|Computer science|Library science|Citation|World Wide Web|Political science|Law,True|False|False
"Career on the Move: Geography, Stratification and Scientific Impact",2014,Scientific Reports,https://doi.org/10.1038/srep04770,Elite|Ranking (information retrieval)|Stratification (seeds)|Career Pathways|Affect (linguistics)|Political science|Sociology|Economic geography|Geography|Computer science|Biology|Medicine|Medical education,True|False|False|False|False|False|False|False
Effectiveness of Journal Ranking Schemes as a Tool for Locating Information,2008,PLoS ONE,https://doi.org/10.1371/journal.pone.0001683,Ranking (information retrieval)|Computer science|Relevance (law)|Preprint|Publishing|Information retrieval|Impact factor|Journal ranking|Publication|Value (mathematics)|Data science|Citation|Library science|World Wide Web|Political science,True|False|False|False|False|False
Predicting scientific success based on coauthorship networks,2014,EPJ Data Science,https://doi.org/10.1140/epjds/s13688-014-0009-x,Centrality|Computer science|Network science|Data science|Field (mathematics)|Scientific publishing|Classifier (UML)|Publishing|Dimension (graph theory)|Social network analysis|Artificial intelligence|Complex network|World Wide Web|Social media|Statistics|Mathematics,any location CWTS core
"Interdisciplinarity as diversity in citation patterns among journals: Rao-Stirling diversity, relative variety, and the Gini coefficient",2019,Journal of Informetrics,https://doi.org/10.1016/j.joi.2018.12.006,Variety (cybernetics)|Citation|Operationalization|Diversity (politics)|Gini coefficient|Computer science|Scientometrics|Index (typography)|Data science|Social Sciences Citation Index|Diversity index|Bibliometrics|Information retrieval|Science Citation Index|Sociology|Library science|Mathematics|Inequality|World Wide Web|Artificial intelligence|Epistemology,any location CWTS core
Shades of grey: Two forms of grey literature important for reviews in conservation,2015,Biological Conservation,https://doi.org/10.1016/j.biocon.2015.08.018,Grey literature|Systematic review|Resource (disambiguation)|Variety (cybernetics)|Conservation science|Government (linguistics)|Scientific literature|Management science|Computer science|Data science|Political science|MEDLINE|Engineering|Ecology|Biology,any location CWTS core
Relativity of citation performance and excellence measures: From cross-field to cross-scale effects of field-normalisation,2005,Scientometrics,https://doi.org/10.1007/s11192-005-0218-y,Citation|Ranking (information retrieval)|Bibliometrics|Excellence|Citation analysis|Field (mathematics)|Computer science|Citation impact|Journal ranking|Stability (learning theory)|Aggregate (composite)|Statistics|Data science|Information retrieval|Mathematics|Data mining|Epistemology|Library science|Machine learning|Philosophy,True|False|False|False
Are international co-publications an indicator for quality of scientific research?,2007,Scientometrics,https://doi.org/10.1007/s11192-007-1818-5,Proxy (statistics)|Citation|Multivariate statistics|Quality (philosophy)|Citation impact|Citation analysis|German|Computer science|Library science|Data science|Econometrics|Statistics|Mathematics|Geography|Epistemology,True|False|False|False|False
Does the arXiv lead to higher citations and reduced publisher downloads for mathematics articles?,2007,Scientometrics,https://doi.org/10.1007/s11192-007-1661-8,Citation|Quality (philosophy)|Computer science|Differential (mechanical device)|Citation analysis|Information retrieval|Library science|Epistemology|Philosophy|Physics,True|False|False
What makes an article influential? Predicting impact in social and personality psychology,2008,Scientometrics,https://doi.org/10.1007/s11192-007-1892-8,Prestige|Operationalization|Personality|Nationality|Psychology|Field (mathematics)|Social science|Social psychology|Sociology|Political science|Law|Immigration|Epistemology,True|False|False
Citations to scientific articles: Its distribution and dependence on the article features,2009,Journal of Informetrics,https://doi.org/10.1016/j.joi.2009.06.002,Citation|Impact factor|Promotion (chess)|Relation (database)|Poisson distribution|Distribution (mathematics)|Web of science|Institution|Computer science|Mathematics|Statistics|Sociology|Library science|Political science|Social science|MEDLINE|Law|Data mining|Politics,True|False
Modifying publication practices in response to funding formulas,2003,Research Evaluation,https://doi.org/10.3152/147154403781776780,Library science|Volume (thermodynamics)|Political science|Operations research|Sociology|Computer science|Mathematics,True|False|False
Migrant scientists and international networks,2014,Research Policy,https://doi.org/10.1016/j.respol.2014.07.014,Diaspora|Position (finance)|Political science|Foreign born|Country of origin|Demographic economics|Economic growth|Business|Economics|Immigration|Law,True|False|False|False|False|False|False
A systematic identification and analysis of scientists on Twitter,2017,PLoS ONE,https://doi.org/10.1371/journal.pone.0175368,Altmetrics|Social media|Data science|Scholarship|Discipline|Identification (biology)|Computational sociology|Scholarly communication|Computer science|Representation (politics)|Homophily|Crowdsourcing|Social network analysis|Publishing|Diversity (politics)|World Wide Web|Sociology|Social science|Political science|Biology,True|False|False|False|False|False|False
Intellectual structure of knowledge in iMetrics: A co-word analysis,2017,Information Processing & Management,https://doi.org/10.1016/j.ipm.2017.02.001,Informetrics|Scientometrics|Webometrics|Cohesion (chemistry)|Computer science|Bibliometrics|Citation analysis|Word lists by frequency|Co-citation|Bow tie|Information retrieval|Data science|Library science|Citation|Natural language processing,any location CWTS core
"The decline in the concentration of citations, 1900每2007",2009,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21011,Citation|Web of science|Index (typography)|Library science|Science Citation Index|Citation analysis|Social science|Computer science|Sociology|Political science|MEDLINE|World Wide Web|Law,True|False||False|False|False|False
The Eigenfactor MetricsTM: A Network Approach to Assessing Scholarly Journals,2010,College & Research Libraries,https://doi.org/10.5860/0710236,Computer science|Impact factor|PageRank|Ranking (information retrieval)|Citation|Information retrieval|sort|Bibliometrics|Measure (data warehouse)|Citation analysis|Journal ranking|Data science|Data mining|World Wide Web|Political science,True|
The h-index and self-citations,2008,Trends in Ecology & Evolution,https://doi.org/10.1016/j.tree.2008.01.009,Scopus|Index (typography)|Web of science|Citation|Library science|Citation impact|Information retrieval|Computer science|World Wide Web|MEDLINE|Political science,True|False|False|False
"Webometric Ranking of World Universities: Introduction, Methodology, and Future Developments",2008,Higher Education in Europe,https://doi.org/10.1080/03797720802254031,Ranking (information retrieval)|Higher education|World Wide Web|Political science|Webometrics|Business|Library science|Public relations|Computer science|Information retrieval,any location CWTS core
The Misused Impact Factor,2008,Science,https://doi.org/10.1126/science.1165316,Impact factor|Chemistry|Biochemistry,True|False|False|False
Collaboration and Productivity in Scientific Synthesis,2011,BioScience,https://doi.org/10.1525/bio.2011.61.11.9,Productivity|Leverage (statistics)|Working group|Research center|Political science|Computer science|Economic growth|Economics,True|False
Gender Effects in the Peer Reviews of Grant Proposals: A Comprehensive Meta-Analysis Comparing Traditional and Multilevel Approaches,2009,Review of Educational Research,https://doi.org/10.3102/0034654309334143,Multilevel model|Multilevel modelling|Meta-analysis|Random effects model|Robustness (evolution)|Psychology|Gender bias|Contrast (vision)|Peer effects|Publication bias|Peer review|Political science|Social psychology|Statistics|Computer science|Medicine|Mathematics,True|False|False
Hegemonic Academic Practices: Experiences of Publishing from the Periphery,2008,Organization,https://doi.org/10.1177/1350508408091008,Publishing|Reflexivity|Hegemony|Sociology|Media studies|Political science|Public relations|Social science|Law|Politics,True|False|False
The role of domain-specific and domain-general cognitive functions and skills in sports performance: A meta-analysis.,2021,Psychological Bulletin,https://doi.org/10.1037/bul0000355,PsycINFO|Moderation|Cognition|Athletes|Meta-analysis|Psychology|Cochrane Library|Cognitive skill|Clinical psychology|Publication bias|Effects of sleep deprivation on cognitive performance|MEDLINE|Physical therapy|Medicine|Social psychology|Psychiatry,True|False|False||False|False
Peer reviews and bibliometric indicators: a comparative study at a Norwegian university,2004,Research Evaluation,https://doi.org/10.3152/147154404781776563,Norwegian|Peer review|Library science|Political science|Computer science|Law|Philosophy,True|False
Researchers＊ Industry Experience and Productivity in University每Industry Research Centers: A ※Scientific and Technical Human Capital§ Explanation,2006,The Journal of Technology Transfer,https://doi.org/10.1007/s10961-005-6111-2,Productivity|Human capital|Curriculum|Marketing|Publishing|Sample (material)|Research center|Center (category theory)|Set (abstract data type)|Medical education|Psychology|Public relations|Business|Political science|Economics|Economic growth|Pedagogy|Medicine|Computer science,True|False
A bibliometric chronicling of library and information science's first hundred years,2012,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.22645,Information science|Dominance (genetics)|Library science|Field (mathematics)|Citation|Citation analysis|Subject (documents)|Bibliometrics|Interdisciplinarity|Sociology|Social science|Computer science|Mathematics,True|False
Modifying the journal impact factor by fractional citation weighting: The audience factor,2008,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20880,Impact factor|Normalization (sociology)|Citation|Weighting|Computer science|Citation analysis|Factor (programming language)|Field (mathematics)|Citation impact|Discipline|Information retrieval|Statistics|Sociology|Mathematics|Library science|Social science|Political science|Law,True|False
Does collaborative research have greater epistemic authority?,2004,Scientometrics,https://doi.org/10.1023/b:scie.0000034382.85360.cd,Fallacy|Citation|Epistemology|Sociology|Political science|Philosophy|Law,True|False
Is Science Built on the Shoulders of Women? A Study of Gender Differences in Contributorship,2016,Academic Medicine,https://doi.org/10.1097/acm.0000000000001261,Transparency (behavior)|Psychology|Task (project management)|Political science|Law|Management,True|False|False|False
Scientific Communication--A Vanity Fair?,1999,Science,https://doi.org/10.1126/science.286.5437.53,Computer science,any location CWTS core
Estimating effect size: Bias resulting from the significance criterion in editorial decisions,1978,British Journal of Mathematical and Statistical Psychology,https://doi.org/10.1111/j.2044-8317.1978.tb00578.x,Statistics|Sample size determination|Econometrics|Statistical significance|Mathematics|Population|Population size|Demography,any location CWTS core
Tracing knowledge diffusion,2004,Scientometrics,https://doi.org/10.1023/b:scie.0000018528.59913.48,Computer science|Tracing|Data science|Visualization|Field (mathematics)|Citation|Citation analysis|Resource (disambiguation)|Knowledge management|Management science|Data mining|World Wide Web|Engineering,True|||False
Harmonic Allocation of Authorship Credit: Source-Level Correction of Bibliometric Bias Assures Accurate Publication and Citation Analysis,2008,PLoS ONE,https://doi.org/10.1371/journal.pone.0004021,Computer science|Citation|Ranking (information retrieval)|Transparency (behavior)|Bibliometrics|Information retrieval|Data mining|Library science,True|False|False||False|False|False|False|False
"Multilevel analysis of academic publishing across disciplines: research preference, collaboration, and time on research",2010,Scientometrics,https://doi.org/10.1007/s11192-010-0236-2,Publishing|Preference|Sociology|Institution|Psychology|Library science|Political science|Social science|Computer science|Economics,True|False
"In Defiance of Folly: Journal rankings, mindless measures and the ABS Guide",2014,Critical Perspectives on Accounting,https://doi.org/10.1016/j.cpa.2014.02.004,Quality (philosophy)|League table|League|Work (physics)|Public relations|Sociology|Marketing|Political science|Business|Economics|Engineering|Epistemology|Classical economics,True|False|False|False
Authors as citers over time,2001,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/1097-4571(2000)9999:9999<::aid-asi1542>3.3.co;2-k,Style (visual arts)|Identity (music)|Citation|Dialog box|Relevance (law)|Set (abstract data type)|Linguistics|Psychology|Computer science|Aesthetics|Literature|Library science|Art|Philosophy|Political science|World Wide Web,any location CWTS core
The European research elite: a cross-national study of highly productive academics in 11 countries,2015,Higher Education,https://doi.org/10.1007/s10734-015-9910-x,Elite|Productivity|Inequality|Higher education|Political science|Knowledge production|Sociology|Perspective (graphical)|Social science|Economic growth|Economics,True|||False|False|False
Sources of Google Scholar citations outside the Science Citation Index: A comparison between four science disciplines,2007,Scientometrics,https://doi.org/10.1007/s11192-008-0217-x,Citation|Computer science|World Wide Web|Web of science|Information retrieval|Citation analysis|Ranking (information retrieval)|Library science|MEDLINE|Political science,True|False
Is g-index better than h-index? An exploratory study at the individual level,2008,Scientometrics,https://doi.org/10.1007/s11192-007-1997-0,Index (typography)|Position (finance)|Exploratory research|Statistics|Regional science|Business|Computer science|Sociology|Mathematics|Social science,True|False|False
Integrated impact indicators compared with impact factors: An alternative research design with policy implications,2011,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21609,Impact factor|Citation impact|Citation|Bibliometrics|Computer science|Citation analysis|Normalization (sociology)|Multidisciplinary approach|Set (abstract data type)|Percentile|Information retrieval|Subject (documents)|Statistics|Data science|Econometrics|Mathematics|Library science|Operations research|Political science|Sociology|Social science,True|False||False|False
China's emerging presence in nanoscience and nanotechnology,2007,Research Policy,https://doi.org/10.1016/j.respol.2007.02.004,China|Citation|Work (physics)|Societal impact of nanotechnology|Nanotechnology|Political science|Regional science|Knowledge management|Engineering|Computer science|Geography|Materials science,any location CWTS core
"A generalized view of self-citation: Direct, co-author, collaborative, and coercive induced self-citation",2014,Journal of Psychosomatic Research,https://doi.org/10.1016/j.jpsychores.2014.11.008,Citation|Conformity|Psychological intervention|Citation impact|Psychology|Computer science|Social psychology|World Wide Web,True|False
Journal citation reports and the definition of a predatory journal: The case of the Multidisciplinary Digital Publishing Institute (MDPI),2021,Research Evaluation,https://doi.org/10.1093/reseval/rvab020,Citation|Publishing|Impact factor|Credibility|Multidisciplinary approach|Library science|Scholarly communication|Identification (biology)|Computer science|Political science|Social science|Sociology|Law,True|False|False
"Creation of a highly detailed, dynamic, global model and map of science",2013,Journal of the Association for Information Science and Technology,https://doi.org/10.1002/asi.22990,Bibliographic coupling|Computer science|Identification (biology)|Data science|Process (computing)|Information retrieval|Data mining|World Wide Web|Citation,True|False
Professional and citizen bibliometrics: complementarities and ambivalences in the development and use of indicators〞a state-of-the-art report,2016,Scientometrics,https://doi.org/10.1007/s11192-016-2150-8,Bibliometrics|Meaning (existential)|Citation|Attribution|Listing (finance)|Set (abstract data type)|Sociology|Value (mathematics)|Citation analysis|Comparability|Performance indicator|Index (typography)|Computer science|Data science|Management science|Epistemology|Psychology|Business|Library science|Marketing|Mathematics|Economics|Social psychology|World Wide Web,True|False|False|False|False|False|False|False
"Co-authorship Network Analysis: A Powerful Tool for Strategic Planning of Research, Development and Capacity Building Programs on Neglected Diseases",2009,PLoS neglected tropical diseases,https://doi.org/10.1371/journal.pntd.0000501,Strategic planning|Government (linguistics)|Social network analysis|Productivity|Work (physics)|Knowledge management|Capacity building|Data science|Business|Computer science|Process management|Political science|Engineering|Marketing|Economic growth|World Wide Web,True|False|False|False|False|False|False|False
The Invisible College Reconsidered,1989,Communication Research,https://doi.org/10.1177/009365089016005004,Ambiguity|Scholarly communication|Citation|Scientific communication|Epistemology|Sociology|Communication theory|Process (computing)|Psychology|Computer science|Linguistics|Political science|Communication|Philosophy|Library science|Law,any location CWTS core
"The globalization of social sciences? Evidence from a quantitative analysis of 30 years of production, collaboration and citations in the social sciences (1980每2009)",2013,Current Sociology,https://doi.org/10.1177/0011392113498866,Internationalization|Centrality|Economic geography|Homogeneous|Globalization|Regional science|Sociology|Social science|Political science|Geography|Economics,any location CWTS core
Interpreting Bibliometric Data,2021,Frontiers in Research Metrics and Analytics,https://doi.org/10.3389/frma.2020.628703,Bibliometrics|Presentation (obstetrics)|Computer science|Interpretation (philosophy)|Data science|Perspective (graphical)|Visualization|Focus (optics)|Investment (military)|Management science|Data presentation|Data mining|Political science|Economics|Artificial intelligence|Politics,True|False|False|False
Conform and be funded,2012,Nature,https://doi.org/10.1038/492034a,MEDLINE|Political science|Law,True|False|False
Looking for Landmarks: The Role of Expert Review and Bibliometric Analysis in Evaluating Scientific Publication Outputs,2009,PLoS ONE,https://doi.org/10.1371/journal.pone.0005910,Bibliometrics|Quality (philosophy)|Citation|Impact factor|MEDLINE|Computer science|Medicine|Psychology|Data science|Library science|Political science,True|False|False|False|False
The Impact of Article Length on the Number of Future Citations: A Bibliometric Analysis of General Medicine Journals,2013,PLoS ONE,https://doi.org/10.1371/journal.pone.0049476,Univariate|Impact factor|Statistics|Sample size determination|Bibliometrics|Multivariate statistics|MEDLINE|Medicine|Mathematics|Computer science|Library science|Biology,True|False|False|False|False|False
Twitter Predicts Citation Rates of Ecological Research,2016,PLoS ONE,https://doi.org/10.1371/journal.pone.0166570,Altmetrics|Citation|Impact factor|Social media|Promotion (chess)|Confounding|Citation impact|Computer science|Ecology|Data science|World Wide Web|Political science|Statistics|Biology|Mathematics,True|False|False|False|False|False
IDENTIFYING THE EFFECT OF OPEN ACCESS ON CITATIONS USING A PANEL OF SCIENCE JOURNALS,2014,Economic Inquiry,https://doi.org/10.1111/ecin.12064,CITES|Competition (biology)|Revenue|Sample (material)|Contrast (vision)|Open science|Panel data|Economics|Computer science|Econometrics|Accounting|Statistics|Mathematics,True|False|False|False
Is multidisciplinary research more highly cited? A macrolevel study,2008,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20914,Subject (documents)|Scopus|Multidisciplinary approach|Citation|Web of science|Converse|Computer science|Bibliometrics|Data science|Library science|Social science|MEDLINE|Sociology|Mathematics|Political science,any location CWTS core
Mapping the Literature on Academic Publishing: A Bibliometric Analysis on WOS,2023,SAGE Open,https://doi.org/10.1177/21582440231158562,Publishing|Citation|Bibliometrics|Web of science|Citation analysis|Data science|Library science|Social science|Sociology|Computer science|Political science,True|False|False
A new methodology for ranking scientific institutions,2008,Scientometrics,https://doi.org/10.1007/s11192-007-1853-2,Index (typography)|Ranking (information retrieval)|Rank (graph theory)|Complement (music)|Productivity|Population|Product (mathematics)|Visibility|Field (mathematics)|Impact factor|Work (physics)|Journal ranking|Regional science|Computer science|Operations research|Mathematics|Political science|Geography|Sociology|Library science|Economics|Information retrieval|Economic growth|Combinatorics|Demography|Engineering|Law,True||False|False|False
Top-cited Articles in Endodontic Journals,2011,Journal of Endodontics,https://doi.org/10.1016/j.joen.2011.05.037,Endodontics|Citation|Medicine|Library science|Dentistry|Web of science|Citation analysis|Traumatology|Bibliometrics|Family medicine|Computer science|Pathology|Meta-analysis|Surgery,True|False
Japanese Lung Cancer Research Trends and Performance in Science Citation Index,2010,Internal Medicine,https://doi.org/10.2169/internalmedicine.49.3687,Lung cancer|Medicine|Citation|Science Citation Index|Citation index|Index (typography)|Bibliometrics|Library science|Oncology|Computer science|World Wide Web,True|False
Beyond the paper,2013,Nature,https://doi.org/10.1038/495437a,Computer science,True|False
"Quantifying the impact of weak, strong, and super ties in scientific careers",2015,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.1501444112,General partnership|Productivity|Psychology|Public relations|Business|Political science|Economics,True|False|False|False
The changing role of non-English papers in scholarly communication: Evidence from Web of Science's three journal citation indexes,2016,Learned Publishing,https://doi.org/10.1002/leap.1089,The arts|Citation index|Citation|Science Citation Index|Natural science|Index (typography)|German|Social Sciences Citation Index|Social science|English language|Library science|Web of science|Citation analysis|Sociology|Computer science|History|World Wide Web|Political science|Mathematics education|Psychology|Epistemology,any location CWTS core
The state of the art in peer review,2018,FEMS Microbiology Letters,https://doi.org/10.1093/femsle/fny204,Scholarly communication|Incentive|Peer review|Futures contract|Reputation|Certification|Public relations|Process (computing)|Data science|Computer science|Internet privacy|Engineering ethics|Political science|Sociology|Business|Publishing|Social science|Engineering,True|False|False|False|False|False
Open peer review: promoting transparency in open science,2020,Scientometrics,https://doi.org/10.1007/s11192-020-03488-4,Open science|Transparency (behavior)|Implementation|Open data|Computer science|Open source|Peer review|Early adopter|Political science|Library science|World Wide Web|Sociology|Law|Mathematics|Statistics|Computer security,True|False
A persistent problem,2007,EMBO Reports,https://doi.org/10.1038/sj.embor.7401109,Biology,True|False|False|False
"The intellectual structure and substance of the knowledge utilization field: A longitudinal author co-citation analysis, 1945 to 2004",2008,Implementation Science,https://doi.org/10.1186/1748-5908-3-49,Citation analysis|Field (mathematics)|Sociology of scientific knowledge|Citation|Underpinning|Bibliometrics|Sociology|Data science|Social science|Knowledge management|Computer science|Library science|Engineering,True|False|False|False
Discovering author impact: A PageRank perspective,2010,Information Processing & Management,https://doi.org/10.1016/j.ipm.2010.05.002,PageRank|Informetrics|Computer science|Scientometrics|Perspective (graphical)|Citation|Complex network|Data mining|Information retrieval|Theoretical computer science|Data science|Library science|Artificial intelligence|World Wide Web,True|False
A fast method for identifying worldwide scientific collaborations using the Scopus database,2017,Telematics and Informatics,https://doi.org/10.1016/j.tele.2017.10.010,Scopus|Computer science|Data science|Prosperity|Visualization|Social network analysis|Institution|Knowledge management|World Wide Web|Sociology|Political science|Data mining|Social science|Social media|MEDLINE,any location CWTS core
Multidimensional assessment of scholarly research impact,2015,Journal of the Association for Information Science and Technology,https://doi.org/10.1002/asi.23314,Computer science|Dimension (graph theory)|Context (archaeology)|Process (computing)|Data science|Typology|Set (abstract data type)|Bibliometrics|Management science|Altmetrics|Data mining|Mathematics|Sociology,True|False
Estimates of the Continuously Publishing Core in the Scientific Workforce,2014,PLoS ONE,https://doi.org/10.1371/journal.pone.0101698,Scientific publishing|Workforce|Publishing|Core (optical fiber)|Data science|Library science|Computer science|Political science|Telecommunications|Law,True|False|False||False|False|False|False
Peer Review Quality and Transparency of the Peer-Review Process in Open Access and Subscription Journals,2016,PLoS ONE,https://doi.org/10.1371/journal.pone.0147913,Transparency (behavior)|Peer review|Directory|Publishing|Quality (philosophy)|Scholarly communication|Computer science|Medicine|Public relations|Political science,True|False|False|False|False|False|False|False
The effect of ※open access§ on citation impact: An analysis of ArXiv's condensed matter section,2007,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20663,Citation|Quality (philosophy)|Section (typography)|Web of science|Preprint|Publishing|Computer science|Citation impact|Citation analysis|Library science|Data science|Information retrieval|Physics|World Wide Web|Political science|MEDLINE|Quantum mechanics,any location CWTS core
Literature Reviews and the Hermeneutic Circle,2010,Australian Academic & Research Libraries,https://doi.org/10.1080/00048623.2010.10721450,Systematic review|Engineering ethics|Data science|Knowledge management|Sociology|Computer science|Management science|Political science|Engineering|MEDLINE,True|False|False
Motivations for academic web site interlinking: evidence for the Web as a novel source of information on informal scholarly communication,2003,Journal of Information Science,https://doi.org/10.1177/016555150302900105,Scholarly communication|World Wide Web|Computer science|Citation|Scientific communication|Information retrieval|Data science|Library science|Political science,True|False
